128.265396;114.597664;771.232178;589.287598;0.272316;0.268248
852.449463;351.417419;883.770447;928.370728;0.716058;0.730879
545.402222;104.125450;560.565430;749.065552;0.627321;0.763304
360.021332;492.643677;815.555786;748.977295;0.833720;0.844831
619.932800;352.217926;901.817444;565.611023;0.633175;0.558018
900.646545;825.761108;597.619629;947.234314;1.130205;1.152614
384.337769;25.046272;236.183151;335.718506;0.487389;0.663126
649.415222;894.026611;157.909088;777.680603;1.786120;1.446716
8.624327;929.141296;366.968140;861.073792;5.961290;2.585657
280.558716;250.738617;789.444519;825.960938;0.610577;0.612128
354.864105;350.009918;575.026489;714.885437;0.994939;0.996426
842.653564;390.582336;463.862701;462.586365;0.617740;0.617116
742.800232;365.680145;28.197407;643.446838;0.463745;0.883660
191.441254;625.817078;590.681152;575.778992;1.227877;1.244667
650.863342;826.864319;911.497559;300.278503;0.670851;0.756606
720.890991;69.406647;77.959122;729.515320;0.203197;1.010557
998.547913;444.927277;590.589111;279.106628;0.530438;0.402313
695.665894;380.033600;105.067520;50.530003;0.186458;0.151682
730.043518;680.093994;765.415405;572.697083;0.847563;0.838959
70.676353;229.278107;35.283474;813.476624;30.289095;10.510024
594.958252;63.480877;456.923462;786.399475;0.571780;0.882944
689.297913;47.604610;362.178528;340.161255;0.438463;0.415160
874.468933;273.676086;640.439819;595.359863;0.615376;0.592324
343.082733;718.398926;324.875183;341.630646;1.598597;1.570428
163.326202;915.464294;620.737244;858.992126;2.154807;1.719844
295.497894;725.804749;909.522095;25.541428;0.314144;0.730068
405.898804;674.937561;598.238525;476.575165;1.080054;1.142682
904.215637;633.521973;290.051758;499.173889;0.641548;0.704325
697.002869;746.975220;285.573364;386.300812;0.859416;0.850544
794.579834;647.751953;726.462036;669.048706;0.871888;0.864616
921.427979;366.901917;264.408630;264.510712;0.370734;0.370796
85.300812;589.283813;606.141418;248.627029;0.529023;1.009912
504.748108;226.878616;107.619133;800.245972;0.885590;1.608166
952.683411;17.141260;825.787415;358.582184;0.498802;0.223821
692.078796;424.025970;835.157349;596.294434;0.706219;0.651795
57.547974;125.209106;95.468277;754.550903;8.045304;4.456506
872.184326;381.041656;140.851654;666.764160;0.482885;0.813806
28.793558;867.313721;335.812897;950.221558;7.339912;2.804728
234.215652;600.221497;214.732269;319.516449;2.397560;2.017717
189.505341;820.873596;568.143494;694.253418;1.888937;1.666964
47.752247;675.762573;494.499481;0.435626;0.096867;1.354017
692.903870;320.286926;359.017822;384.982666;0.610942;0.626829
744.312866;194.175156;981.277039;801.860840;0.584135;0.519066
319.384277;76.745346;556.411743;191.568604;0.467471;0.252395
457.787018;697.263367;858.332764;486.580536;0.773756;0.867833
564.577148;194.145645;436.802124;798.792786;0.788334;1.051497
794.367188;651.534363;118.309258;983.872559;1.139518;1.331189
472.408020;686.452759;678.125977;520.160278;0.991792;1.041294
